input,Conductivity [S/cm]
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$49,-4.275724130399211
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$39,-4.494850021680094
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$29,-4.7447274948966935
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$90,-3.537602002101044
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$80,-3.657577319177794
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$69,-3.853871964321762
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$60,-4.050609993355088
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$50,-4.301029995663981
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$39,-4.522878745280337
*CCCCCOC(*)=ONAN_ratioNAN_ratioNAN_ratio$NAN_Mw$24390$1.86$NAN_DP$S_1$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$29,-4.886056647693163
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$90,-4.568636235841013
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$80,-4.698970004336019
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$70,-4.795880017344075
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$60,-4.958607314841775
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$50,-5.853871964321762
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$39,-6.356547323513812
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$30,-6.7447274948966935
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$90,-5.013228265733755
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$80,-5.161150909262744
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$70,-5.309803919971486
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$60,-5.508638306165727
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$50,-5.7447274948966935
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$40,-6.638272163982407
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$29,-6.958607314841775
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$90,-4.102372908709558
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$80,-4.259637310505756
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$70,-4.4089353929735005
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$59,-4.619788758288394
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$50,-4.853871964321762
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$39,-5.130768280269024
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|3.35$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$29,-5.431798275933005
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$90,-4.327902142064283
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$80,-4.508638306165727
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$70,-4.657577319177793
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$60,-4.920818753952375
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$49,-5.161150909262744
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$39,-5.494850021680094
*CC(*)c1ccccc1.*CCCCCOC(*)=O$1.12NAN_ratioNAN_ratioNAN_Mw$49151$1.43$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|2.7$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$29,-5.795880017344075
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$90,-4.537602002101044
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$80,-4.657577319177793
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$70,-4.795880017344075
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$59,-4.958607314841775
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$50,-5.142667503568732
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$40,-5.376750709602099
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|10.11$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$29,-5.638272163982407
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$90,-4.036212172654444
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$80,-4.200659450546418
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$70,-4.356547323513813
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$60,-4.522878745280337
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$50,-4.769551078621726
*CC(*)c1ccccc1.*CCCCCOC(*)=O.*CCCOC(=O)O*$3.3$9.77NAN_ratioNAN_ratio$NAN_Mw$51210$2.33$NAN_DP$S_2$NAN_Tm$NAN_Tg|O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)FNAN_ratioNAN_ratioNAN_ratio$NAN_Mw$NAN_Mn$1.0$1$S_3$236$NAN_Tg|4.88$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$NAN_weight_ratio$weight_ratio$NAN_inorganic$NAN_inorganic_weight$40,-5.0
